merchant,description,mcc,transaction_type,label,source
Одежда Store,Synthetic no mcc operation одежда,0,expense,4,seed_no_mcc_v1
Одежда Store,Synthetic одежда purchase,5621,expense,4,seed_keywords_v1
Citilink City,Synthetic citilink receipt,5045,expense,5,seed_keywords_v1
Citilink Express,Synthetic online payment citilink,5722,expense,5,seed_keywords_v1
Citilink Online,Synthetic no mcc operation citilink,0,expense,5,seed_no_mcc_v1
Citilink Online,Synthetic citilink purchase,5732,expense,5,seed_keywords_v1
Citilink Pay,Synthetic payment at citilink,5734,expense,5,seed_keywords_v1
Citilink Store,Synthetic card operation citilink,5732,expense,5,seed_keywords_v1
Dns City,Synthetic card operation dns,5045,expense,5,seed_keywords_v1
Dns Express,Synthetic no mcc operation dns,0,expense,5,seed_no_mcc_v1
Dns Express,Synthetic dns purchase,5045,expense,5,seed_keywords_v1
Dns Online,Synthetic dns receipt,5732,expense,5,seed_keywords_v1
Dns Pay,Synthetic online payment dns,5734,expense,5,seed_keywords_v1
Dns Store,Synthetic payment at dns,5722,expense,5,seed_keywords_v1
Eldorado City,Synthetic no mcc operation eldorado,0,expense,5,seed_no_mcc_v1
Eldorado City,Synthetic eldorado purchase,5734,expense,5,seed_keywords_v1
Eldorado Express,Synthetic payment at eldorado,5045,expense,5,seed_keywords_v1
Eldorado Online,Synthetic online payment eldorado,5732,expense,5,seed_keywords_v1
Eldorado Pay,Synthetic card operation eldorado,5734,expense,5,seed_keywords_v1
Eldorado Store,Synthetic eldorado receipt,5722,expense,5,seed_keywords_v1
Electronics City,Synthetic electronics receipt,5732,expense,5,seed_keywords_v1
Electronics Express,Synthetic online payment electronics,5734,expense,5,seed_keywords_v1
Electronics Online,Synthetic no mcc operation electronics,0,expense,5,seed_no_mcc_v1
Electronics Online,Synthetic electronics purchase,5045,expense,5,seed_keywords_v1
Electronics Pay,Synthetic payment at electronics,5722,expense,5,seed_keywords_v1
Electronics Store,Synthetic card operation electronics,5045,expense,5,seed_keywords_v1
Huawei City,Synthetic payment at huawei,5722,expense,5,seed_keywords_v1
Huawei Express,Synthetic huawei receipt,5732,expense,5,seed_keywords_v1
Huawei Online,Synthetic card operation huawei,5045,expense,5,seed_keywords_v1
Huawei Pay,Synthetic no mcc operation huawei,0,expense,5,seed_no_mcc_v1
Huawei Pay,Synthetic huawei purchase,5045,expense,5,seed_keywords_v1
Huawei Store,Synthetic online payment huawei,5734,expense,5,seed_keywords_v1
Mvideo City,Synthetic mvideo receipt,5734,expense,5,seed_keywords_v1
Mvideo Express,Synthetic online payment mvideo,5045,expense,5,seed_keywords_v1
Mvideo Online,Synthetic no mcc operation mvideo,0,expense,5,seed_no_mcc_v1
Mvideo Online,Synthetic mvideo purchase,5722,expense,5,seed_keywords_v1
Mvideo Pay,Synthetic payment at mvideo,5732,expense,5,seed_keywords_v1
Mvideo Store,Synthetic card operation mvideo,5722,expense,5,seed_keywords_v1
Re Store City,Synthetic card operation re store,5722,expense,5,seed_keywords_v1
Re Store Express,Synthetic no mcc operation re store,0,expense,5,seed_no_mcc_v1
Re Store Express,Synthetic re store purchase,5722,expense,5,seed_keywords_v1
Re Store Online,Synthetic re store receipt,5734,expense,5,seed_keywords_v1
Re Store Pay,Synthetic online payment re store,5045,expense,5,seed_keywords_v1
Re Store Store,Synthetic payment at re store,5732,expense,5,seed_keywords_v1
Restore City,Synthetic no mcc operation restore,0,expense,5,seed_no_mcc_v1
Restore City,Synthetic restore purchase,5045,expense,5,seed_keywords_v1
Restore Express,Synthetic payment at restore,5722,expense,5,seed_keywords_v1
Restore Online,Synthetic online payment restore,5734,expense,5,seed_keywords_v1
Restore Pay,Synthetic card operation restore,5045,expense,5,seed_keywords_v1
Restore Store,Synthetic restore receipt,5732,expense,5,seed_keywords_v1
Samsung City,Synthetic online payment samsung,5722,expense,5,seed_keywords_v1
Samsung Express,Synthetic card operation samsung,5732,expense,5,seed_keywords_v1
Samsung Online,Synthetic payment at samsung,5734,expense,5,seed_keywords_v1
Samsung Pay,Synthetic samsung receipt,5045,expense,5,seed_keywords_v1
Samsung Store,Synthetic no mcc operation samsung,0,expense,5,seed_no_mcc_v1
Samsung Store,Synthetic samsung purchase,5732,expense,5,seed_keywords_v1
Technopark City,Synthetic card operation technopark,5732,expense,5,seed_keywords_v1
Technopark Express,Synthetic no mcc operation technopark,0,expense,5,seed_no_mcc_v1
Technopark Express,Synthetic technopark purchase,5732,expense,5,seed_keywords_v1
Technopark Online,Synthetic technopark receipt,5045,expense,5,seed_keywords_v1
Technopark Pay,Synthetic online payment technopark,5722,expense,5,seed_keywords_v1
Technopark Store,Synthetic payment at technopark,5734,expense,5,seed_keywords_v1
Xiaomi City,Synthetic xiaomi receipt,5722,expense,5,seed_keywords_v1
Xiaomi Express,Synthetic online payment xiaomi,5732,expense,5,seed_keywords_v1
Xiaomi Online,Synthetic no mcc operation xiaomi,0,expense,5,seed_no_mcc_v1
Xiaomi Online,Synthetic xiaomi purchase,5734,expense,5,seed_keywords_v1
Xiaomi Pay,Synthetic payment at xiaomi,5045,expense,5,seed_keywords_v1
Xiaomi Store,Synthetic card operation xiaomi,5734,expense,5,seed_keywords_v1
Днс City,Synthetic online payment днс,5045,expense,5,seed_keywords_v1
Днс Express,Synthetic card operation днс,5722,expense,5,seed_keywords_v1
Днс Online,Synthetic payment at днс,5732,expense,5,seed_keywords_v1
Днс Pay,Synthetic днс receipt,5734,expense,5,seed_keywords_v1
Днс Store,Synthetic no mcc operation днс,0,expense,5,seed_no_mcc_v1
Днс Store,Synthetic днс purchase,5722,expense,5,seed_keywords_v1
Мвидео City,Synthetic online payment мвидео,5734,expense,5,seed_keywords_v1
Мвидео Express,Synthetic card operation мвидео,5045,expense,5,seed_keywords_v1
Мвидео Online,Synthetic payment at мвидео,5722,expense,5,seed_keywords_v1
Мвидео Pay,Synthetic мвидео receipt,5732,expense,5,seed_keywords_v1
Мвидео Store,Synthetic no mcc operation мвидео,0,expense,5,seed_no_mcc_v1
Мвидео Store,Synthetic мвидео purchase,5045,expense,5,seed_keywords_v1
Связной City,Synthetic no mcc operation связной,0,expense,5,seed_no_mcc_v1
Связной City,Synthetic связной purchase,5722,expense,5,seed_keywords_v1
Связной Express,Synthetic payment at связной,5732,expense,5,seed_keywords_v1
Связной Online,Synthetic online payment связной,5045,expense,5,seed_keywords_v1
Связной Pay,Synthetic card operation связной,5722,expense,5,seed_keywords_v1
Связной Store,Synthetic связной receipt,5734,expense,5,seed_keywords_v1
Ситилинк City,Synthetic payment at ситилинк,5045,expense,5,seed_keywords_v1
Ситилинк Express,Synthetic ситилинк receipt,5722,expense,5,seed_keywords_v1
Ситилинк Online,Synthetic card operation ситилинк,5734,expense,5,seed_keywords_v1
Ситилинк Pay,Synthetic no mcc operation ситилинк,0,expense,5,seed_no_mcc_v1
Ситилинк Pay,Synthetic ситилинк purchase,5734,expense,5,seed_keywords_v1
Ситилинк Store,Synthetic online payment ситилинк,5732,expense,5,seed_keywords_v1
Техника City,Synthetic online payment техника,5732,expense,5,seed_keywords_v1
Техника Express,Synthetic card operation техника,5734,expense,5,seed_keywords_v1
Техника Online,Synthetic payment at техника,5045,expense,5,seed_keywords_v1
Техника Pay,Synthetic техника receipt,5722,expense,5,seed_keywords_v1
Техника Store,Synthetic no mcc operation техника,0,expense,5,seed_no_mcc_v1
Техника Store,Synthetic техника purchase,5734,expense,5,seed_keywords_v1
Эльдорадо City,Synthetic payment at эльдорадо,5734,expense,5,seed_keywords_v1
Эльдорадо Express,Synthetic эльдорадо receipt,5045,expense,5,seed_keywords_v1
Эльдорадо Online,Synthetic card operation эльдорадо,5732,expense,5,seed_keywords_v1
Эльдорадо Pay,Synthetic no mcc operation эльдорадо,0,expense,5,seed_no_mcc_v1
Эльдорадо Pay,Synthetic эльдорадо purchase,5732,expense,5,seed_keywords_v1
Эльдорадо Store,Synthetic online payment эльдорадо,5722,expense,5,seed_keywords_v1
Castorama City,Synthetic card operation castorama,5261,expense,6,seed_keywords_v1
Castorama Express,Synthetic no mcc operation castorama,0,expense,6,seed_no_mcc_v1
Castorama Express,Synthetic castorama purchase,5713,expense,6,seed_keywords_v1
Castorama Online,Synthetic castorama receipt,5231,expense,6,seed_keywords_v1
Castorama Pay,Synthetic online payment castorama,5251,expense,6,seed_keywords_v1
Castorama Store,Synthetic payment at castorama,5211,expense,6,seed_keywords_v1
Leroy Merlin City,Synthetic leroy merlin receipt,5261,expense,6,seed_keywords_v1
Leroy Merlin Express,Synthetic online payment leroy merlin,5713,expense,6,seed_keywords_v1
Leroy Merlin Online,Synthetic no mcc operation leroy merlin,0,expense,6,seed_no_mcc_v1
Leroy Merlin Online,Synthetic leroy merlin purchase,5231,expense,6,seed_keywords_v1
Leroy Merlin Pay,Synthetic payment at leroy merlin,5251,expense,6,seed_keywords_v1
Leroy Merlin Store,Synthetic card operation leroy merlin,5211,expense,6,seed_keywords_v1
Maxidom City,Synthetic no mcc operation maxidom,0,expense,6,seed_no_mcc_v1
Maxidom City,Synthetic maxidom purchase,5261,expense,6,seed_keywords_v1
Maxidom Express,Synthetic payment at maxidom,5713,expense,6,seed_keywords_v1
Maxidom Online,Synthetic online payment maxidom,5231,expense,6,seed_keywords_v1
Maxidom Pay,Synthetic card operation maxidom,5251,expense,6,seed_keywords_v1
Maxidom Store,Synthetic maxidom receipt,5211,expense,6,seed_keywords_v1
Obi City,Synthetic payment at obi,5261,expense,6,seed_keywords_v1
Obi Express,Synthetic obi receipt,5713,expense,6,seed_keywords_v1
Obi Online,Synthetic card operation obi,5231,expense,6,seed_keywords_v1
Obi Pay,Synthetic no mcc operation obi,0,expense,6,seed_no_mcc_v1
Obi Pay,Synthetic obi purchase,5251,expense,6,seed_keywords_v1
Obi Store,Synthetic online payment obi,5211,expense,6,seed_keywords_v1
Petrovich City,Synthetic petrovich receipt,5261,expense,6,seed_keywords_v1
Petrovich Express,Synthetic online payment petrovich,5713,expense,6,seed_keywords_v1
Petrovich Online,Synthetic no mcc operation petrovich,0,expense,6,seed_no_mcc_v1
Petrovich Online,Synthetic petrovich purchase,5231,expense,6,seed_keywords_v1
Petrovich Pay,Synthetic payment at petrovich,5251,expense,6,seed_keywords_v1
Petrovich Store,Synthetic card operation petrovich,5211,expense,6,seed_keywords_v1
Stroy City,Synthetic stroy receipt,5261,expense,6,seed_keywords_v1
Stroy Express,Synthetic online payment stroy,5713,expense,6,seed_keywords_v1
Stroy Online,Synthetic no mcc operation stroy,0,expense,6,seed_no_mcc_v1
Stroy Online,Synthetic stroy purchase,5231,expense,6,seed_keywords_v1
Stroy Pay,Synthetic payment at stroy,5251,expense,6,seed_keywords_v1
Stroy Store,Synthetic card operation stroy,5211,expense,6,seed_keywords_v1
Инструменты City,Synthetic card operation инструменты,5261,expense,6,seed_keywords_v1
Инструменты Express,Synthetic no mcc operation инструменты,0,expense,6,seed_no_mcc_v1
Инструменты Express,Synthetic инструменты purchase,5713,expense,6,seed_keywords_v1
Инструменты Online,Synthetic инструменты receipt,5231,expense,6,seed_keywords_v1
Инструменты Pay,Synthetic online payment инструменты,5251,expense,6,seed_keywords_v1
Инструменты Store,Synthetic payment at инструменты,5211,expense,6,seed_keywords_v1
Касторама City,Synthetic online payment касторама,5261,expense,6,seed_keywords_v1
Касторама Express,Synthetic card operation касторама,5713,expense,6,seed_keywords_v1
Касторама Online,Synthetic payment at касторама,5231,expense,6,seed_keywords_v1
Касторама Pay,Synthetic касторама receipt,5251,expense,6,seed_keywords_v1
Касторама Store,Synthetic no mcc operation касторама,0,expense,6,seed_no_mcc_v1
Касторама Store,Synthetic касторама purchase,5211,expense,6,seed_keywords_v1
Леруа City,Synthetic online payment леруа,5261,expense,6,seed_keywords_v1
Леруа Express,Synthetic card operation леруа,5713,expense,6,seed_keywords_v1
Леруа Online,Synthetic payment at леруа,5231,expense,6,seed_keywords_v1
Леруа Pay,Synthetic леруа receipt,5251,expense,6,seed_keywords_v1
Леруа Store,Synthetic no mcc operation леруа,0,expense,6,seed_no_mcc_v1
Леруа Store,Synthetic леруа purchase,5211,expense,6,seed_keywords_v1
Максидом City,Synthetic card operation максидом,5261,expense,6,seed_keywords_v1
Максидом Express,Synthetic no mcc operation максидом,0,expense,6,seed_no_mcc_v1
Максидом Express,Synthetic максидом purchase,5713,expense,6,seed_keywords_v1
Максидом Online,Synthetic максидом receipt,5231,expense,6,seed_keywords_v1
Максидом Pay,Synthetic online payment максидом,5251,expense,6,seed_keywords_v1
Максидом Store,Synthetic payment at максидом,5211,expense,6,seed_keywords_v1
Оби City,Synthetic no mcc operation оби,0,expense,6,seed_no_mcc_v1
Оби City,Synthetic оби purchase,5261,expense,6,seed_keywords_v1
Оби Express,Synthetic payment at оби,5713,expense,6,seed_keywords_v1
Оби Online,Synthetic online payment оби,5231,expense,6,seed_keywords_v1
Оби Pay,Synthetic card operation оби,5251,expense,6,seed_keywords_v1
Оби Store,Synthetic оби receipt,5211,expense,6,seed_keywords_v1
Петрович City,Synthetic payment at петрович,5261,expense,6,seed_keywords_v1
Петрович Express,Synthetic петрович receipt,5713,expense,6,seed_keywords_v1
Петрович Online,Synthetic card operation петрович,5231,expense,6,seed_keywords_v1
Петрович Pay,Synthetic no mcc operation петрович,0,expense,6,seed_no_mcc_v1
Петрович Pay,Synthetic петрович purchase,5251,expense,6,seed_keywords_v1
Петрович Store,Synthetic online payment петрович,5211,expense,6,seed_keywords_v1
Ремонт City,Synthetic payment at ремонт,5261,expense,6,seed_keywords_v1
Ремонт Express,Synthetic ремонт receipt,5713,expense,6,seed_keywords_v1
Ремонт Online,Synthetic card operation ремонт,5231,expense,6,seed_keywords_v1
Ремонт Pay,Synthetic no mcc operation ремонт,0,expense,6,seed_no_mcc_v1
Ремонт Pay,Synthetic ремонт purchase,5251,expense,6,seed_keywords_v1
Ремонт Store,Synthetic online payment ремонт,5211,expense,6,seed_keywords_v1
Строительство City,Synthetic no mcc operation строительство,0,expense,6,seed_no_mcc_v1
Строительство City,Synthetic строительство purchase,5261,expense,6,seed_keywords_v1
Строительство Express,Synthetic payment at строительство,5713,expense,6,seed_keywords_v1
Строительство Online,Synthetic online payment строительство,5231,expense,6,seed_keywords_v1
Строительство Pay,Synthetic card operation строительство,5251,expense,6,seed_keywords_v1
